1min 5.263s motd-news.service
    18.476s docker.service
     9.383s EoleCiTestsContext.service
      940ms dev-sda2.device
      787ms fstrim.service
      507ms systemd-journal-flush.service
      448ms containerd.service
      427ms multipathd.service
      386ms networkd-dispatcher.service
      358ms fwupd-refresh.service
      341ms apport.service
      277ms fwupd.service
      275ms systemd-tmpfiles-setup-dev-early.service
      266ms systemd-sysctl.service
      254ms systemd-random-seed.service
      221ms udisks2.service
      209ms man-db.service
      199ms rsyslog.service
      190ms systemd-udev-trigger.service
      183ms exim4.service
      169ms systemd-udevd.service
      151ms ModemManager.service
      134ms sysstat-summary.service
      128ms grub-common.service
      127ms polkit.service
      114ms keyboard-setup.service
      112ms systemd-binfmt.service
      109ms update-notifier-download.service
      107ms lvm2-monitor.service
      105ms systemd-journald.service
       96ms dev-mqueue.mount
       95ms dev-hugepages.mount
       95ms sys-kernel-debug.mount
       92ms sys-kernel-tracing.mount
       86ms nginx.service
       85ms EoleCiTestsDaemon.service
       85ms proc-sys-fs-binfmt_misc.mount
       85ms systemd-logind.service
       80ms apparmor.service
       79ms dbus.service
       79ms kmod-static-nodes.service
       71ms modprobe@configfs.service
       71ms modprobe@dm_mod.service
       70ms modprobe@efi_pstore.service
       68ms modprobe@drm.service
       66ms modprobe@fuse.service
       63ms modprobe@loop.service
       58ms upower.service
       51ms systemd-networkd.service
       51ms systemd-modules-load.service
       50ms systemd-fsck@dev-disk-by\x2duuid-D5F8\x2d1344.service
       49ms dnsmasq.service
       46ms systemd-remount-fs.service
       46ms systemd-tmpfiles-setup.service
       46ms systemd-hostnamed.service
       44ms e2scrub_reap.service
       42ms grub-initrd-fallback.service
       38ms logrotate.service
       35ms exim4-base.service
       34ms ssh.service
       34ms chrony.service
       33ms systemd-networkd-wait-online.service
       32ms plymouth-quit.service
       30ms boot-efi.mount
       28ms sysstat.service
       26ms systemd-update-utmp.service
       25ms swap.img.swap
       25ms sys-fs-fuse-connections.mount
       25ms sys-kernel-config.mount
       23ms fetchmail.service
       22ms plymouth-read-write.service
       21ms systemd-user-sessions.service
       20ms console-setup.service
       19ms finalrd.service
       18ms docker.socket
       17ms systemd-tmpfiles-clean.service
       12ms systemd-update-utmp-runlevel.service
       11ms update-notifier-motd.service
       10ms systemd-tmpfiles-setup-dev.service
       10ms dpkg-db-backup.service
        7ms setvtrgb.service
        6ms lxd-installer.socket
        5ms plymouth-quit-wait.service
        5ms sysstat-collect.service
        3ms e2scrub_all.service
       77us blk-availability.service
