2min 240ms systemd-networkd-wait-online.service                                                     
2min 213ms netplan-wait-online.service                                                              
   10.036s ntpdate.service                                                                          
    5.847s netplan-apply.service                                                                    
    4.108s mysql.service                                                                            
    1.789s creoled.service                                                                          
    1.623s logrotate.service                                                                        
     852ms man-db.service                                                                           
     603ms systemd-udev-settle.service                                                              
     598ms fstrim.service                                                                           
     497ms eoleflask.service                                                                        
     495ms networkd-dispatcher.service                                                              
     493ms dev-mapper-vgthot\x2droot.device                                                         
     417ms systemd-journal-flush.service                                                            
     350ms EoleCiTestsContext.service                                                               
     315ms nginx.service                                                                            
     307ms phpsessionclean.service                                                                  
     270ms gpm.service                                                                              
     264ms exim4-base.service                                                                       
     218ms systemd-resolved.service                                                                 
     211ms accounts-daemon.service                                                                  
     206ms apparmor.service                                                                         
     152ms slapd.service                                                                            
     135ms rsyslog.service                                                                          
     128ms ssh.service                                                                              
     125ms networking.service                                                                       
     119ms grub-common.service                                                                      
     118ms clamav-daemon.service                                                                    
     104ms keyboard-setup.service                                                                   
     101ms lvm2-monitor.service                                                                     
      95ms ntp.service                                                                              
      90ms systemd-fsck@dev-mapper-vgthot\x2dhome.service                                           
      84ms systemd-journald.service                                                                 
      84ms systemd-logind.service                                                                   
      82ms exim4.service                                                                            
      81ms atd.service                                                                              
      81ms systemd-udev-trigger.service                                                             
      80ms sys-kernel-debug.mount                                                                   
      80ms dev-hugepages.mount                                                                      
      80ms modprobe@chromeos_pstore.service                                                         
      80ms sys-kernel-tracing.mount                                                                 
      79ms dev-mqueue.mount                                                                         
      76ms blk-availability.service                                                                 
      72ms kmod-static-nodes.service                                                                
      70ms EoleCiTestsDaemon.service                                                                
      69ms systemd-random-seed.service                                                              
      67ms modprobe@drm.service                                                                     
      66ms systemd-fsck@dev-mapper-vgthot\x2dtmp.service                                            
      66ms modprobe@efi_pstore.service                                                              
      65ms systemd-networkd.service                                                                 
      61ms systemd-hostnamed.service                                                                
      59ms modprobe@ramoops.service                                                                 
      56ms systemd-fsck@dev-disk-by\x2duuid-0825b058\x2d8f7d\x2d4d35\x2da745\x2daec5bf7d43e9.service
      53ms lvm2-pvscan@8:2.service                                                                  
      52ms e2scrub_reap.service                                                                     
      52ms systemd-udevd.service                                                                    
      52ms grub-initrd-fallback.service                                                             
      51ms systemd-fsck@dev-mapper-vgthot\x2dvar.service                                            
      49ms apache2.service                                                                          
      48ms dev-mapper-vgthot\x2dswap_1.swap                                                         
      47ms systemd-tmpfiles-setup.service                                                           
      39ms console-setup.service                                                                    
      38ms systemd-modules-load.service                                                             
      36ms systemd-remount-fs.service                                                               
      35ms nut-monitor.service                                                                      
      33ms tmp.mount                                                                                
      30ms inetd.service                                                                            
      30ms systemd-sysctl.service                                                                   
      28ms boot.mount                                                                               
      26ms systemd-tmpfiles-setup-dev.service                                                       
      23ms nut-driver.service                                                                       
      21ms systemd-update-utmp-runlevel.service                                                     
      17ms rc-local.service                                                                         
      16ms var.mount                                                                                
      16ms plymouth-quit.service                                                                    
      15ms nut-server.service                                                                       
      15ms systemd-sysusers.service                                                                 
      15ms systemd-update-utmp.service                                                              
      15ms systemd-user-sessions.service                                                            
      13ms home.mount                                                                               
      12ms modprobe@pstore_blk.service                                                              
      12ms sys-kernel-config.mount                                                                  
      11ms plymouth-read-write.service                                                              
      11ms sys-fs-fuse-connections.mount                                                            
      10ms modprobe@pstore_zone.service                                                             
       9ms ifupdown-pre.service                                                                     
       9ms plymouth-quit-wait.service                                                               
       7ms setvtrgb.service                                                                         
